"","Generation","Najlepszy_wynik","Średnia","Mediana"
"1",1,-10.1809469295142,-20.1490412653929,-20.9337719770843
"2",2,-7.22784229718755,-18.8214766149513,-19.9853884399608
"3",3,-6.38534719789438,-16.9913259147328,-18.3208454157238
"4",4,-5.42623591873797,-14.5658436976866,-15.4075448616272
"5",5,-4.19781231196928,-11.739036636282,-12.0243531412954
"6",6,-3.48756781101845,-9.41998590823356,-9.47933585670681
"7",7,-2.71770637424844,-7.69717563070996,-7.77596494866122
"8",8,-1.89763855921242,-6.04677957147496,-6.18329606962354
"9",9,-1.14651374147134,-4.8935305880084,-4.8002616099932
"10",10,-0.73379239965024,-4.16391904176295,-3.94388646893712
"11",11,-0.512813516127979,-3.55364966318738,-3.43905370037588
"12",12,-0.469964421276134,-3.047224820048,-3.0355915534554
"13",13,-0.298565813860956,-2.49128907728192,-2.63080366090142
"14",14,-0.261934220960328,-2.11601137070857,-1.96656033314366
"15",15,-0.260682836236509,-1.62140883245762,-1.45890747107855
"16",16,-0.162103976260353,-1.18082553027741,-1.05825150430171
"17",17,-0.0856942111849015,-0.913704251441908,-0.726386709663496
"18",18,-0.0468254705509189,-0.821738759815144,-0.462776474866285
"19",19,-0.0435045711571973,-0.54410856684137,-0.314023072536323
"20",20,-0.0380058598809065,-0.390611226506006,-0.225959470064507
"21",21,-0.0295971282308983,-0.45726555073503,-0.174126438692176
"22",22,-0.0272253554881793,-0.439936610207763,-0.1337285382873
"23",23,-0.0182365878913579,-0.393590324297315,-0.10114811913334
"24",24,-0.00643634818855219,-0.296278067827813,-0.0824445215149433
"25",25,-0.0058035707791408,-0.258741164447395,-0.0621773619096228
"26",26,-0.00575144509317589,-0.211749427500918,-0.0456411453078363
"27",27,-0.00478332445554912,-0.272876480499696,-0.0288183844006801
"28",28,-0.00478186625401094,-0.342492757942385,-0.0224258087510121
"29",29,-0.00415056914833478,-0.1958270795263,-0.0165685327449919
"30",30,-0.00317630628221508,-0.311993364518128,-0.0132540839291089
"31",31,-0.00294119477799342,-0.286755808199676,-0.0114206298061806
"32",32,-0.00290323245716237,-0.286759588364072,-0.00985730758025891
"33",33,-0.00289463754918344,-0.248854920738445,-0.00854643421295673
"34",34,-0.00285421428761659,-0.220038955069918,-0.00702510477900855
"35",35,-0.00272132548242681,-0.209719651660205,-0.00618362091534959
"36",36,-0.00268981715158532,-0.285047175018877,-0.00538361421653839
"37",37,-0.00261576094176057,-0.052039858914984,-0.00439240024255874
"38",38,-0.00260157194496315,-0.300743629378988,-0.00375601977603157
"39",39,-0.00259794201160588,-0.110890650435999,-0.00348715671228419
"40",40,-0.002567746658519,-0.200518661535109,-0.00332554534538154
"41",41,-0.00255093542173022,-0.133210950546942,-0.00317282810310484
"42",42,-0.00254884927606867,-0.143253396855162,-0.00306321529851772
"43",43,-0.00254529710251568,-0.243679382320986,-0.00298832566609359
"44",44,-0.00234854253738384,-0.122242190868906,-0.00286083381933366
"45",45,-0.00234601742252849,-0.158282222309444,-0.00275518302429898
"46",46,-0.00232734254417934,-0.207855567414166,-0.00268755621545989
"47",47,-0.00228477269336409,-0.18668329854135,-0.00261473314456264
