"","Generation","Najlepszy_wynik","Średnia","Mediana"
"1",1,-6.62358886084622,-20.1627111849871,-20.8896460668908
"2",2,-5.04319162563516,-19.0857694968226,-20.1942409069015
"3",3,-4.34851504883888,-17.8702172643247,-19.1426701189269
"4",4,-3.32240615911931,-16.2565833095768,-17.3748976078788
"5",5,-2.7436498369706,-14.2370517928359,-14.9813468498649
"6",6,-1.36271962469151,-11.7353763192442,-11.7211513136307
"7",7,-0.691248871701274,-9.32707558502749,-8.95564361704746
"8",8,-0.418663871499649,-7.49597455019119,-7.04338201399703
"9",9,-0.409234719226406,-6.22265886057412,-5.83906036711065
"10",10,-0.333695618492378,-5.35745152005959,-4.81581800655174
"11",11,-0.153434535683493,-4.80355983891496,-4.35113555374069
"12",12,-0.104460166571992,-4.28406648689095,-3.98290009334138
"13",13,-0.0967375426481787,-4.03610949262973,-3.74607941832224
"14",14,-0.0770975075602372,-3.76811845264926,-3.52128505847213
"15",15,-0.0731213291009038,-3.42150265358227,-3.32808646899555
"16",16,-0.0673836529543461,-3.30507158721128,-3.16240637163235
"17",17,-0.0609985118494205,-3.18114594620858,-3.01775071668486
"18",18,-0.0526644815469261,-3.0281622968892,-2.80772290411783
"19",19,-0.0526644815469261,-2.94136283440267,-2.71549107010133
"20",20,-0.0526644815469261,-2.86671137878519,-2.61411848217586
"21",21,-0.0502598079699631,-2.70996272578191,-2.50895128955914
"22",22,-0.0502598079699631,-2.71114692558896,-2.43243892095497
"23",23,-0.0502598079699631,-2.68041920917672,-2.34548623623664
"24",24,-0.0440392311953026,-2.55015396583316,-2.27463323503773
"25",25,-0.0440392311953026,-2.51041153233604,-2.24215893111535
"26",26,-0.0440392311953026,-2.36798839809595,-2.20151079952268
"27",27,-0.0440392311953026,-2.30471012729794,-2.1561505863581
"28",28,-0.0440392311953026,-2.35972384307363,-2.13053647000252
"29",29,-0.0440392311953026,-2.29415009198959,-2.08433514598246
"30",30,-0.0433721445836984,-2.28321635288918,-2.04643241504626
"31",31,-0.0433721445836984,-2.33790659719164,-2.02882260174111
"32",32,-0.0433721445836984,-2.23644022071071,-2.00985531585732
"33",33,-0.0433721445836984,-2.24005223909714,-1.98579329046811
"34",34,-0.0433721445836984,-2.25928027174391,-1.94834177185612
"35",35,-0.0433721445836984,-2.14058281001222,-1.91645215264341
"36",36,-0.0433721445836984,-2.13883863468403,-1.88535875513277
"37",37,-0.0433721445836984,-2.15655245111834,-1.86249080741736
"38",38,-0.0433721445836984,-2.1004122693928,-1.82720296969079
"39",39,-0.0429207427322428,-2.12750861672599,-1.8106752148025
"40",40,-0.0429160680764696,-2.04062396971808,-1.78916297336912
"41",41,-0.0429160680764696,-2.04633990375267,-1.76940378853415
"42",42,-0.0429160680764696,-2.07205537070835,-1.76538294697571
"43",43,-0.0429160680764696,-2.0177309095558,-1.74569013023004
"44",44,-0.0429160680764696,-2.03965593952246,-1.7264584107266
"45",45,-0.0429160680764696,-1.98157123425904,-1.69893859930582
"46",46,-0.0429160680764696,-2.01645786163474,-1.67644539650046
"47",47,-0.0429160680764696,-1.93031606036525,-1.64499685619433
"48",48,-0.0429160680764696,-1.87305688132893,-1.61310463384099
"49",49,-0.0429160680764696,-1.84479558913201,-1.58218614906982
"50",50,-0.0429160680764696,-1.96479483118951,-1.56184028006757
"51",51,-0.0429160680764696,-1.78256759829601,-1.51181577012098
"52",52,-0.0429160680764696,-1.75090243846988,-1.48513998041703
"53",53,-0.0429160680764696,-1.80866654833839,-1.44987625159696
"54",54,-0.0429160680764696,-1.63329310556751,-1.40596410775384
"55",55,-0.0424881702038423,-1.62216546597162,-1.3777347174605
"56",56,-0.0424881702038423,-1.52930952866659,-1.33483954297783
"57",57,-0.0423833448991672,-1.61757456948567,-1.30995738777913
"58",58,-0.0423833448991672,-1.55437538506092,-1.27862239926174
"59",59,-0.0423833448991672,-1.53594301833778,-1.2493489124897
"60",60,-0.0423833448991672,-1.63217112026821,-1.21774064133155
"61",61,-0.0423833448991672,-1.42395800306556,-1.17951435881867
"62",62,-0.0423833448991672,-1.45508876947784,-1.16030835814966
"63",63,-0.0398276138580009,-1.4586780240942,-1.12970544702841
"64",64,-0.0397861630294543,-1.46132246726508,-1.11017270527406
"65",65,-0.0397861630294543,-1.42417708628948,-1.07304090147311
"66",66,-0.0397621911280719,-1.33157849507997,-1.04528376775253
"67",67,-0.0318688079367327,-1.29928478463362,-1.01838746951589
"68",68,-0.0318688079367327,-1.31402272228005,-0.994735046746837
"69",69,-0.0318688079367327,-1.32775212850617,-0.974271684191823
"70",70,-0.0318688079367327,-1.19481549851167,-0.947777238212249
"71",71,-0.0318688079367327,-1.20220383405481,-0.928275061505875
"72",72,-0.0318688079367327,-1.30007097532373,-0.912833995145843
"73",73,-0.0318688079367327,-1.23097116420994,-0.899275134353841
"74",74,-0.0318688079367327,-1.203524890533,-0.886509181497997
"75",75,-0.0318688079367327,-1.16471506617042,-0.880165301657198
"76",76,-0.0318688079367327,-1.25436954845297,-0.874650362968459
"77",77,-0.0318688079367327,-1.18252181651798,-0.861782520191256
"78",78,-0.0318688079367327,-1.20382834298931,-0.849476276441979
"79",79,-0.0318688079367327,-1.22583946942393,-0.843189996688673
"80",80,-0.0318688079367327,-1.30070027407742,-0.835494283875287
"81",81,-0.0318688079367327,-1.24907155911137,-0.826643873353135
"82",82,-0.0318688079367327,-1.2483117923792,-0.813726204402092
"83",83,-0.0318688079367327,-1.17887895374275,-0.807849344861291
"84",84,-0.0318688079367327,-1.17132633496731,-0.796023196656997
"85",85,-0.0318688079367327,-1.18811178475305,-0.789382210006704
"86",86,-0.0318688079367327,-1.12170020493593,-0.778366749563604
"87",87,-0.0313170433317428,-1.07142226152725,-0.763387065359679
"88",88,-0.0313170433317428,-1.14087796395313,-0.752336939141892
"89",89,-0.0313170433317428,-1.07673306815672,-0.737763654927904
"90",90,-0.0313170433317428,-1.09452519232649,-0.723324771049529
"91",91,-0.0306884043881105,-1.14220964071428,-0.713435648675425
"92",92,-0.0306884043881105,-1.08235672072609,-0.700865367849755
"93",93,-0.0306884043881105,-1.09726393678557,-0.683135306674891
"94",94,-0.0306884043881105,-1.181068922626,-0.676625750894083
"95",95,-0.0306884043881105,-1.01548633690627,-0.667567725171089
"96",96,-0.0306884043881105,-1.10635389849535,-0.657763862149761
"97",97,-0.0306823861568112,-0.976182613549111,-0.650156316804606
"98",98,-0.0306823861568112,-0.966704235766385,-0.633404156061288
"99",99,-0.0306823861568112,-0.975260923802901,-0.622132203678341
"100",100,-0.0306823861568112,-1.0368196654283,-0.620970710443199
"101",101,-0.0306823861568112,-1.01855355450334,-0.611323536220624
"102",102,-0.0306823861568112,-1.11564929325633,-0.608399757600346
"103",103,-0.0306823861568112,-1.07547749927522,-0.597209233068565
"104",104,-0.0303270314539855,-0.94107764883484,-0.590570489912098
"105",105,-0.0282560230191358,-0.979434755111699,-0.58224561818017
"106",106,-0.0282560230191358,-0.977208372086606,-0.575476873802919
"107",107,-0.0282560230191358,-1.03234511063394,-0.56319923308707
"108",108,-0.0282560230191358,-0.952695180107778,-0.553528101107903
"109",109,-0.0280705916033714,-0.949812086963352,-0.542387867622932
"110",110,-0.0280705916033714,-0.920604047325223,-0.531382917805356
"111",111,-0.0280705916033714,-0.981160064357535,-0.523913914515733
"112",112,-0.026491273220952,-0.897223013721247,-0.513178076409106
"113",113,-0.026491273220952,-0.92325274369034,-0.50561535675854
"114",114,-0.0264080061562261,-1.02768124059549,-0.500864258599646
"115",115,-0.0264080061562261,-0.928451113691332,-0.493251862100727
"116",116,-0.0261488880855708,-0.917008181698009,-0.484739871510696
"117",117,-0.0260611473435425,-0.859647936106363,-0.480647887048809
"118",118,-0.0247948007238058,-0.925461742301667,-0.47426751602284
"119",119,-0.0245225204157293,-1.01081399154808,-0.470913672239149
"120",120,-0.0245225204157293,-0.843014281370901,-0.466247225567961
"121",121,-0.0245225204157293,-0.869797120790029,-0.463867128027927
"122",122,-0.0245225204157293,-0.859037890891143,-0.456183548893997
"123",123,-0.0245225204157293,-0.843886173257753,-0.450431331524582
"124",124,-0.0245225204157293,-0.784484493219489,-0.444899293219792
"125",125,-0.0245225204157293,-0.862651202742383,-0.438458446829723
"126",126,-0.0239182516383575,-0.871781781423066,-0.431627051264402
"127",127,-0.0239182516383575,-0.81200571721954,-0.426449182611663
"128",128,-0.0239182516383575,-0.790525553655325,-0.420897587751981
"129",129,-0.0239182516383575,-0.950549991888698,-0.414981232266801
"130",130,-0.0239182516383575,-0.918739142389441,-0.408239335327968
"131",131,-0.0239182516383575,-0.793563661411459,-0.406336423095979
