"","Generation","Najlepszy_wynik","Średnia","Mediana"
"1",1,-10.3746002665782,-20.1306147434742,-20.9400653949871
"2",2,-9.28332265009853,-18.6931606490092,-19.9321479635166
"3",3,-6.86438538957595,-16.8759461815239,-17.811440459843
"4",4,-4.45589393555567,-14.773562749624,-15.5344125775229
"5",5,-3.04988754067704,-11.969046316943,-11.9230952121112
"6",6,-2.34390110800937,-9.40661458229172,-9.06500677760487
"7",7,-1.86383065399693,-7.43010042231067,-7.40466202731895
"8",8,-1.75684409796147,-6.05324445811253,-5.65261691476433
"9",9,-1.1617332596401,-5.28592219960997,-4.89724757775699
"10",10,-0.987573432799962,-4.45674021440311,-4.27210833332855
"11",11,-0.681093646184199,-3.78310363447426,-3.70086523763525
"12",12,-0.543401573856522,-3.40202260355606,-3.12584132352405
"13",13,-0.45986216425184,-2.79982689085374,-2.61287456935808
"14",14,-0.247902833841256,-2.49078400106231,-2.1480439588986
"15",15,-0.235558164519582,-2.07050807534097,-1.79146967568195
"16",16,-0.219705438462708,-1.98730944999226,-1.54963633902518
"17",17,-0.218194913957362,-1.82590533108397,-1.50399703618739
"18",18,-0.213503154470374,-1.680219286004,-1.43926669444788
"19",19,-0.212904371436442,-1.54952210578741,-1.35394844589051
"20",20,-0.208431505190693,-1.42691533220604,-1.26040120836499
"21",21,-0.207618244653883,-1.36658216039004,-1.15569156435756
"22",22,-0.207108801941286,-1.27287821241709,-1.13073727160306
"23",23,-0.207062677359756,-1.29482806278161,-1.07639696346295
"24",24,-0.203650944750067,-1.27377525428889,-1.0232363064649
"25",25,-0.203650944750067,-1.17890438205481,-0.93015345645519
"26",26,-0.203224873412264,-1.09189252968895,-0.904047117700602
"27",27,-0.202733469375712,-0.880472370647846,-0.822584715045003
"28",28,-0.202703894414527,-0.99294176246957,-0.674445815289927
"29",29,-0.202113425433097,-1.10417340561917,-0.578051267027531
"30",30,-0.201661228699951,-0.880099842674215,-0.445547571538291
"31",31,-0.201661228699951,-0.62389475109031,-0.459876806095385
"32",32,-0.201505733469013,-0.813615846698707,-0.393337408249303
"33",33,-0.201505733469013,-0.796377110203951,-0.388058801393171
"34",34,-0.200501734375253,-0.841706406906156,-0.377328840811552
"35",35,-0.200499944356532,-0.771233366852871,-0.363638942866882
"36",36,-0.198863554880716,-0.701382632559715,-0.339887050017202
"37",37,-0.198863554880716,-0.693594918695703,-0.335820689209108
"38",38,-0.198863554880716,-0.608275040865733,-0.329232053782286
"39",39,-0.198848107545644,-0.602416161385885,-0.314459218661327
"40",40,-0.198824686753153,-0.427731973920962,-0.299286621107915
"41",41,-0.198824686753153,-0.603111473998462,-0.285170475846802
"42",42,-0.198246074055104,-0.954531842118332,-0.277717835009171
"43",43,-0.198246074055104,-0.70990051417684,-0.276635699702041
"44",44,-0.198207851068977,-0.438160708992156,-0.273522355359697
"45",45,-0.0627487945342747,-0.585264792551235,-0.268865159282618
"46",46,-0.0602926356694891,-0.728710567727531,-0.263369010098644
"47",47,-0.0602926356694891,-0.538662838980127,-0.260354108061885
"48",48,-0.057296275763683,-0.509566224700982,-0.257613398039286
"49",49,-0.057296275763683,-0.584083292262968,-0.252336680834654
"50",50,-0.057296275763683,-0.708816152141519,-0.243963176507303
"51",51,-0.057296275763683,-0.719946172300573,-0.18535639220438
"52",52,-0.057296275763683,-0.381704045261673,-0.154269918968654
"53",53,-0.057296275763683,-0.667040186505042,-0.131189398530188
"54",54,-0.0572959658760872,-0.645018339627488,-0.115897226177926
"55",55,-0.0572959658760872,-0.370966012386758,-0.105252415295761
"56",56,-0.0571692078704334,-0.363263907433504,-0.0949941896430355
"57",57,-0.0571692078704334,-0.428500521809627,-0.0986933118167563
"58",58,-0.0571692078704334,-0.355469270034689,-0.0928909975953969
"59",59,-0.0571692078704334,-0.542973354262524,-0.0903393293126131
"60",60,-0.0571692078704334,-0.391860152887964,-0.085022391814817
"61",61,-0.0571692078704334,-0.438292658995187,-0.0838477172008208
"62",62,-0.0571692078704334,-0.52614600281991,-0.0760834979786232
