"","Generation","Najlepszy_wynik","Średnia","Mediana"
"1",1,-5460.78177805295,-192715.511495572,-189880.40065735
"2",2,-3377.28423567618,-95631.0131023573,-89292.387197899
"3",3,-2305.67431698636,-47162.3179996136,-41179.7011532305
"4",4,-600.513768613102,-23085.9701357415,-18576.2656440258
"5",5,-330.841568726914,-13092.1438426926,-9801.03841619982
"6",6,-205.29736641398,-6353.32270380441,-5363.18853436034
"7",7,-120.516689712495,-5507.95493669545,-3057.48558409077
"8",8,-92.7271951140438,-2300.33010729191,-1631.18748264176
"9",9,-90.9748280836383,-2309.80650849777,-853.60641541438
"10",10,-70.495132019313,-1076.69935655577,-470.619713149636
"11",11,-52.6360238588832,-3109.44878403827,-283.783997165849
"12",12,-34.8163094694192,-855.509300283944,-183.808949468964
"13",13,-25.908951441035,-1397.84341426086,-135.287310744531
"14",14,-23.2380727183854,-1347.77781223358,-100.818924866124
"15",15,-20.7602454851506,-718.393012112928,-79.6947894951784
"16",16,-20.4337533549575,-1250.25317821022,-67.4678892000338
"17",17,-19.3485976205669,-1864.9403798873,-49.2793196071911
"18",18,-18.5308107357746,-565.9651212604,-42.0036530212655
"19",19,-18.2720615981546,-632.795056148862,-36.4195121062037
"20",20,-17.8147147223426,-1246.00868491679,-30.8216563902158
"21",21,-16.3533984207029,-1828.7520311563,-27.6359476655233
"22",22,-15.7853592894019,-916.599266154671,-25.9649942563117
"23",23,-15.6794461801931,-299.672717774173,-24.038391872079
"24",24,-15.641356212213,-885.403697650654,-22.4265702242399
"25",25,-15.5837058844531,-673.772791677605,-20.7697239336054
"26",26,-15.503806300533,-193.310981801083,-20.1008244805505
"27",27,-15.3777251931907,-170.87184083009,-19.1194397585328
"28",28,-15.1397099510717,-1327.01988436327,-18.1185934299156
"29",29,-15.1094307735489,-1037.80365038827,-17.639883326301
"30",30,-15.1031086553317,-1995.65581618663,-17.1157665127355
"31",31,-15.0696236746582,-1669.46897102621,-16.7109554711936
"32",32,-15.0273040799328,-2330.02338760552,-16.4201914001868
"33",33,-15.0187534303476,-1111.68102837171,-16.2860770384772
"34",34,-14.852915647876,-1646.23373636375,-16.0758049351093
"35",35,-14.8432998976185,-336.967530515723,-15.9011174077062
"36",36,-14.7532723596168,-1307.46887883816,-15.7275200439284
"37",37,-14.745329091698,-1393.50330647023,-15.639635643407
"38",38,-14.7072173722609,-2033.77453608116,-15.592295447825
"39",39,-14.7072173722609,-1571.23690766311,-15.5410392101426
"40",40,-14.704351802764,-1059.61376446247,-15.4917057496033
"41",41,-14.6858503888851,-1026.09765937362,-15.4291003456047
"42",42,-14.6815320713702,-986.635743098003,-15.3722572568114
"43",43,-14.6808400155057,-1292.17401938646,-15.2302948979626
