"","Generation","Najlepszy_wynik","Średnia","Mediana"
"1",1,-1640.14825065938,-179691.813918756,-173096.578442965
"2",2,-744.544771426422,-91736.9898361482,-84475.9416424344
"3",3,-398.718184129583,-47504.3938415931,-41531.5969121071
"4",4,-206.069290562061,-24152.2749407954,-19932.8225000919
"5",5,-73.3528730854144,-13222.1327885679,-10045.2351238964
"6",6,-49.4934736286695,-7077.68275211886,-5070.82958952634
"7",7,-35.4288387505347,-4260.5909127366,-2686.84947611545
"8",8,-28.6595993072673,-2746.65104722029,-1423.4632958128
"9",9,-15.5972730752519,-1864.27852799982,-781.064638334652
"10",10,-12.350983314481,-1427.00005813676,-417.115809512126
"11",11,-10.428237843353,-1229.73109789913,-215.563179504873
"12",12,-6.46495753438229,-1231.4462161107,-120.848253619311
"13",13,-5.18699318734745,-1078.24929236818,-73.1930394257591
"14",14,-4.23199869238672,-1250.12808242392,-50.6877622595603
"15",15,-3.07803379596138,-1082.77794259572,-36.6843270481195
"16",16,-2.17133792030148,-1396.87255623574,-28.223819038282
"17",17,-1.76656172461634,-1031.5124958001,-23.4397624312722
"18",18,-1.35179389689241,-1257.91928681281,-19.3880842873444
"19",19,-1.21058605697449,-1557.81699162806,-16.5761671040658
"20",20,-1.01783001237405,-851.600946119764,-14.3468455772283
"21",21,-0.750264424268222,-1391.48873438291,-12.4140657579812
"22",22,-0.589865209661697,-737.855654900969,-10.7851123968822
"23",23,-0.525251415415116,-930.502530175332,-9.35893707238153
"24",24,-0.523982432484132,-1084.69792041886,-8.15911501610861
"25",25,-0.382880284667853,-1208.14643879432,-7.17148971902758
"26",26,-0.241511736800237,-1178.66436908681,-6.20265672081324
"27",27,-0.157759548661613,-872.451525605452,-5.52547897624264
"28",28,-0.13412801716109,-913.220412301374,-4.78907430564204
"29",29,-0.112045322577282,-1797.74274172288,-4.03966343528804
"30",30,-0.05006713561921,-1200.34197656087,-3.51444068479554
"31",31,-0.0291514910747388,-1328.45414135371,-3.07042184092011
"32",32,-0.0246531118777003,-1149.30230098295,-2.60556314388048
"33",33,-0.0235856693360127,-1581.74961592382,-2.17413622857778
"34",34,-0.0121743571529436,-679.046976413296,-1.79786929956732
"35",35,-0.00967919694036183,-714.06496210118,-1.43575370381483
"36",36,-0.007634826642132,-1002.57383202332,-1.09137141192514
"37",37,-0.00517873304763192,-1337.72858873192,-0.784492078346979
"38",38,-0.00412604680855431,-1030.24317477523,-0.55056995955934
"39",39,-0.0017956462080118,-1465.38372955318,-0.386473430725926
"40",40,-0.0012873508868072,-1629.02160190186,-0.235434247860113
"41",41,-0.00114686688396866,-1085.0748281433,-0.143260495123021
"42",42,-0.000564824643098305,-1513.89854453774,-0.0833999460184591
"43",43,-0.000244300896342864,-1210.01622498011,-0.0495249978354069
"44",44,-0.000213703236853746,-1434.87273525752,-0.0265560798469782
"45",45,-8.60715642161836e-05,-1053.49610703548,-0.0152721126813059
"46",46,-7.23442063691238e-05,-1030.05714063172,-0.00842905244573764
"47",47,-3.41449731230625e-05,-787.266337384618,-0.00477788822271989
"48",48,-1.81843415639094e-05,-1157.02063527253,-0.002729522290287
"49",49,-9.19792270259734e-06,-1211.55077440953,-0.00153204816072865
"50",50,-6.71295548038131e-06,-1203.18497809382,-0.000851793258902767
"51",51,-5.23875311664312e-06,-1225.43736749308,-0.000437930079647231
"52",52,-1.54593400161218e-06,-1462.61601746359,-0.000252159369911631
"53",53,-6.22680326500813e-07,-694.308532634996,-0.000149543756158899
"54",54,-6.10898391428805e-07,-751.603771468565,-8.2747336633382e-05
"55",55,-1.47177537002108e-07,-1018.36461233968,-4.55928129458272e-05
"56",56,-5.56688732444854e-08,-1364.25693398991,-2.51982183776533e-05
"57",57,-3.43754763321158e-08,-1191.0638204024,-1.43589250090059e-05
"58",58,-2.9163095405238e-08,-895.327162978019,-8.10808593918466e-06
"59",59,-2.43536145916323e-08,-1047.9858908452,-4.73759490411396e-06
"60",60,-1.81437432189568e-08,-1234.74606714689,-2.67483451494854e-06
"61",61,-1.72087780470065e-08,-1630.93368477339,-1.53145463865911e-06
"62",62,-1.14844802112657e-08,-951.973665468254,-8.93371098698026e-07
"63",63,-3.69695740687348e-09,-924.600943289869,-5.28942466360149e-07
"64",64,-2.22787441828132e-09,-1075.8691318817,-2.89893801941332e-07
"65",65,-1.7117425699098e-09,-932.573624288087,-1.72061542258461e-07
"66",66,-6.69375310735631e-10,-1172.51449936842,-1.05247202952796e-07
"67",67,-6.22202378508518e-10,-1414.59383506346,-6.47023897570875e-08
"68",68,-2.29614016689084e-10,-830.367112347261,-3.76615679087422e-08
"69",69,-1.15183595994495e-10,-1284.09345181455,-1.99957339575008e-08
"70",70,-7.08148206740589e-11,-1045.32254813158,-1.2323932629954e-08
"71",71,-5.21453102919622e-11,-1333.53084760688,-7.17627557378364e-09
"72",72,-3.43376882483426e-11,-1283.58211643349,-4.13226644013776e-09
"73",73,-1.46233247733107e-11,-1501.84233377478,-2.32735004601636e-09
"74",74,-1.26814114764784e-11,-959.279671360834,-1.3236279627904e-09
"75",75,-8.75992611781839e-12,-1537.79627137968,-7.83705544904478e-10
"76",76,-5.05906427861191e-12,-1619.1771593518,-4.21041157494528e-10
"77",77,-4.18154399994819e-12,-1565.70593562835,-2.3406148130789e-10
"78",78,-1.45021772368636e-12,-1086.00335670736,-1.38192746135246e-10
"79",79,-1.36886058044183e-12,-1178.22422155693,-7.94965870909436e-11
"80",80,-7.84439180279151e-13,-940.75423393951,-4.63789007199011e-11
"81",81,-6.81055212226056e-13,-1700.64925361669,-2.71745292934611e-11
"82",82,-4.52260451311304e-13,-1272.68853629756,-1.51116452684619e-11
"83",83,-1.81543668986706e-13,-1060.49607177404,-8.71889227482825e-12
"84",84,-4.58300064565265e-14,-1134.83032817384,-4.94839724751728e-12
"85",85,-1.59872115546023e-14,-1374.84145565468,-2.8217428393873e-12
"86",86,-6.3948846218409e-15,-1548.16209168062,-1.74846803702167e-12
"87",87,-2.8421709430404e-15,-1141.44731413543,-1.06723518911167e-12
"88",88,-2.1316282072803e-15,-680.061546213656,-5.99342797613644e-13
"89",89,-7.105427357601e-16,-868.784262660008,-3.44613226843649e-13
"90",90,-3.5527136788005e-16,-989.519731312537,-1.92379445707047e-13
"91",91,-3.5527136788005e-16,-1387.16674496593,-1.17239551400417e-13
"92",92,0,-936.035284195684,-7.31859017832903e-14
